product_name,price (TL)
Haribo Happy Cola 160 G,68.0
Haribo Solucan 160 G,68.0
Olips Limon&Portakal C Vitaminli 76 G,72.5
Olips Mentollü Poşet 76 G,72.5
Olips Keskin Mentol 28 G,28.75
Haribo Ekşii Miami 70 g,39.5
"Ülker Pastil Zencefil Zerdeçal Propoplis 22,4 g",50.0
Mentos Clean Breath 2 Saat Orman Meyvesi Aromalı Tablet Şeker 21 G Plastik Kutu,47.5
"Ülker Ulker Pastil Ihlamur Limon Propolis 22,4 G",50.0
Haribo Berries 80 G,39.5
Olips C Vitamini 28 g,34.5
Mentos Clean Breath 2 Saat Nane Aromalı Tablet Şeker 35 Gr,75.0
Koska Dondurma Külah 36 g,32.75
Kahve Dünyası Bonte Sütlü Çikolata Kaplı Bisküvi 40 g,50.9
Chupa Chups Düdüklü Çilekli Şeker 15 Gr,17.5
Olips Mini Mints Nane Okaliptus 12.5 g,40.0
Haribo Sour Worms 70 G,39.5
Ülker Bonbon Sütlü Şeker 350 g,75.0
Kent Jelibon Ayıcık 80 Gr,47.0
Jelibon Sour Patch Kids 160 G,89.9
Kent Jelibon Kola 160 G,65.0
Kent Topitop 88 G,85.9
Haribo Chamalows Rubino 70 G,39.5
Olips Orman Meyveli Şeker 28 Gr,28.75
Kent Jelibon Kola 90 G,47.0
Kent Jelibon Topik 80 Gr,47.0
"Ülker Everwell Defence Emilebilir Tablet 13,6 g",70.0
Ülker Yupo Eğlenjeli Donduma Şekilli 80 g,32.5
Olips Çilek 28 G,28.75
Cavendish &Harvey Çilek Dolgulu Limonlu Şeker 175 g,220.0
Cavendish &Harvey Elma Dolgulu Frenk Üzümlü Şeker 175 g,220.0
Cavendish &Harvey Misket Limon Dolgulu Vişneli Şeker 175 g,220.0
Haribo Mini Goldbear Maxi Bag 200 Gr,94.5
Jelibon Sour Patch Karpuz 80g,47.0
Chupa Chups 3d Skull Lolipop Çilek-Misket Limonu Aromalı 15 Gr,17.5
Olips Çiğne Elma Aromalı 47 g,28.75
Jelibon Sour Patch 160g,89.9
Kent Missbon Tereyağlı Şeker 43 G,28.75
Chupa Chups Fizzy Drinks Lolipop 15 g,18.5
Kent Böğürtlen Aromalı Tofita 47 G,28.75
Koska Buz Gibi Tost Kağıt Helva 140 G,161.5
C&H Karışık Orman Meyveli Şekerleme 300 g,354.0
Cavendish &Harvey Karışık Meyveli Şeker 300 g,341.0
Koska Fındıklı Cezelye 40 G,28.65
Topitop Müzik 5'li 65 Gr,94.95
Kent Dökme Şeker Çeşitleri Kg,350.0
Ülker Yupo Meyve Bahçesi Jelly Şekerleme 80 G,32.5
Olips Nane 28 G,28.75
Chupa Chups XXL Lolipop 29 G,20.0
"Ülker Pastil Okaliptus Mentol Nane 22,4 G",50.0
Ülker Bonbon Rulo Şeker Meyveli 36 G,20.0
Haribo Chamallows 150 G,68.0
Mentos 2h Clean Breath Defensive Çinko+C&D Vitaminli Vişne Aromalı Şeker 21 G,49.5
Haribo Çikolata Dolgulu Marshmallow 62 G,39.5
Yupo Jelly Metre Çilek Aromalı Yumuşak Şekerleme 50 g,17.5
Jelibon Ayıcık 160 G,89.9
Ülker Bonbon Rulo Şeker Naneli 36 G,20.0
Haribo Starmix Meyve Ve Kola Aromalı Şekerleme 200 g,94.5
Yupo Çilek 80 g,32.5
Yupo Karpuz 80 g,32.5
Jelibon Sour Patch Kids Şeftali Aromalı 160 g,89.9
Jelibon Sour Patch Kids Tropical 80 g,47.0
Haribo Promosyon Chamallows P&W 88 g,39.5
Jelibon Sour Patch Kids Tropical 160 g,89.9
Jelibon Sour Patch Kids Şeftali Aromalı 80 g,47.0
Jelibon Sour Patch Kids Çilek Aromalı 80 g,47.0
Jelibon Sour Patch Kids 80 G,47.0
Haribo Ekşi Mix 140 g,68.0
Haribo Tropifrutti 80 G,39.5
Kremini Karpuzlu Toffe 44 g,20.0
Kent Olips C Vitaminli Stick 28 G,28.75
Haribo Mega Roulette 45 Gr,23.5
Ülker Yupo Ayıcık Şekerleme 80 G,32.5
Topitop Music 13 G,21.5
Kent Missbon Elma&Çilek 43 Gr,26.5
Olips Cool Menthol 28 g,34.5
Cavendish&Harvey Karışık Böğürtlen 175 Gr,213.0
Cavendish &Harvey Karışık Limonlu  Şeker 200 g,219.0
Mentos Clean Breath 2 Saat Yoğun Nane Aromalı Tablet Şeker 35 Gr,75.0
Kent Portakallı Tofita 47 G,28.75
Haribo Starmix 80 G,37.5
Ülker Yupo Çokojelo Portakallı 20 G,12.5
Ülker Yupo Çokojelo Böğürtlenli 20 G,12.5
Cavendish &Harvey Tropik Meyveli Şeker 200 g,219.0
M&M's Fıstıklı 45 Gr,54.95
Kent Çilek Aromalı Tofita 47 G,28.75
Ülker Yupo Draje Tüp 3x20 G,55.0
Cavendish&Harvey Karışık Meyve Şeker 200 Gr,213.0
Ülker Yupo Solucan Jelly Şekerleme 80 G,32.5
Haribo Starmix 160 G,68.0
Olips Mini Mints Mango 12.5 g,40.0
Kremini Ahududulu Toffe 44 g,20.0
"Olips Mini Mints Karpuz 12,5 Gr",40.0
Chupa Chups Melody Pops Kola 15 Gr,17.5
Nestle Polo Naneli Şeker 34 G,26.9
Haribo Chamallows 70 G,39.5
Haribo Veggy Mix Meyve Aromalı Yumuşak Şekerleme 80 g,39.5
Haribo Jelly Solucan 80 G,39.5
Haribo Happy Cola 80 G,37.5
Kremini Vişneli Toffe 44 g,20.0
Nestle Polo Yeşil Naneli Şeker 34 g,26.9
Olips Şeftali Ve Frambuaz Aromalı 28 g,28.75
"Tofita Yumiyum Meyve Aromalı Toffe Şekerleme 15X6,7 g",82.5
Ülker Yupo Jelly Portakal Halkası 70 G,32.5
Ülker Yupo Süpper Jeli C Vitaminli,32.5
Yupo Eğlenjeli Kalpler Çilek Aromalı Yumuşak Şekerleme 80 g,32.5
Koska Gül Aromalı Çikolata Kap Lokum 140 Gr,174.5
Koska Gül-Limon Aromalı Çikolata Kap Lokum 140 Gr,174.5
Koska Fıstıklı Çikolata Kap Lokum 140 Gr,285.75
Koska Fındıklı Çikolata Kap Lokum 140 Gr,231.95
Popçik Bar Patlayan Şekerli Sütlü Çikolata 18 g,19.25
Koska Dondurma Korneti 104 G,92.5
"Ülker Everwell  C&D Vitamini Çinko 67,5 g",190.0
Kent Toffee Fruity Meyve Aromalı Yumuşak Şekerleme 85 g,29.9
Haribo 23 Nisan 200 g,68.25
Milka Bonibon 36 g,55.0
Koska Duble Fıstıklı Lokum 500 Gr,645.75
Koska Karışık Lokum 500 Gr,193.95
Haribo Bayram Mix 325 g,84.5
Kent Tofy Meyve Sulu 375 Gr,160.0
Kent Toffee Elegan Şekerleme 85 g,29.9
Koska Fıstık İlaveli Sultan Lokum 350 G,303.75
Ülker Toffee Ülker Toffe Damla Sakızlı Yumuşak Şeker 350 G,75.0
Kent Elegan Meyveli 375 Gr,160.0
Koska Nane Aromalı Çikolata Kaplı Lokum 140 G,174.5
Olips Limon&Portakal Kavanoz 462 Gr,189.9
Chupa Chups Crazy Dips Lolipop Çilek Aromalı 16 G,15.0
Chupa Chups Crazy Dips Lolipop Kola Aromalı 16gr,15.0
Ülker Dökme Şeker Kg,195.0
Kent Miss Bonbon Sütlü 375 Gr,160.0
Kent Meyve Aromalı Bonbon 504 G,179.9
Ülker Lokumcuk Yeni Hediyelik Kutu 600 g,175.0
Kent Assortment 375 Gr,160.0
Koska Fıstık Ezmeli Lokum 550 Gr,644.75
Koska Karışık Çerezli Lokum 500 Gr,358.95
Koska Fındıklı Lokum 500 Gr,298.25
Koska Nar Ve Lavantalı Lokum 550 Gr,296.25
Koska Karadut Ve Ahududulu Lokum 550 G,287.95
Bonbon Sütlü ve Tereyağlı Şeker 275g,75.0
Jelibon Sour Patch Kids Çilek Aromalı 160 g,89.9
Koska Antep Fıstıklı Lokum 350 Gr,399.5
Haribo Starmix 80 g,15.8
Fiskat Sade Kağıt Helva 45 g,23.9
Tic Tac Fresh Orange 18 G,49.0
Ülker Karışık Mevyeli Toffe 350 g,75.0
Tic Tac Mint 18 G,49.0
Haribo Altın Ayıcık Ekşili 70 G,39.5
Haribo Altın Ayıcık Doypack 200 g,60.5
"Mentos Stick Cola 37,5 g",18.0
Nestle Kit Kat Chunky Gofret 38 G,25.95
Nestle Kitkat Duo Bar 38 G,25.95
Kitkat Chunky Cookie 38 g,32.0
Eti Canga Yer Fıstıklı Çikolata Bar 45 g,18.0
Eti Karam Gofret Bitter 50 G,25.5
Tadım Tadımca Bar Yer Fıstıklı 30 G,10.8
Ülker Çikolatalı Gofret 36 G,16.75
Tadelle Fındıklı Çikolata 52 G,50.0
Tadelle 32 G Sütlü 3 Parça Poşet,88.0
Eti Gofret Çilekli Beyaz Çikolatalı 29 g,10.0
Ülker Piko Portakallı Kaplamalı Bar 18 Gr,10.9
Eti Hoşbeş Fındıklı Gofret 70 Gr,32.4
Eti Hoşbeş Fındıklı Gofret 142 Gr,55.9
Ülker Cocostar Hindistan Cevizli Bar 28 G,13.25
Tadelle Fındık Dolgulu Sütlü Çikolata 30 G,37.5
Eti Çikolatalı Gofret 34 G,18.25
Ülker Albeni Büyük Boy Bar 52 G,23.9
Eti Canga Cookie Çikolatalı Bar 45 g,21.25
Ülker Baton Çikolata Sütlü 30 G,35.7
Ülker Metro Kaplamalı Bar 36 G,17.3
Kinder Süt Dilimi 28 g,20.5
Eti Canga Dark Nuga Bar 45 Gr,25.75
Kahve Dünyası Fıstık Parçalı Gofrik Sütlü 33 g,44.5
Ülker Laviva Ülker Laviva Dolgulu Ve Bisküvili Çikolata 35 Gr,27.95
"Nestle Nesquik Gofret 26,7 G",18.5
"Ülker Metro Büyük Boy Bar 50,4 G",21.95
Züber Orman Meyveli Ganola Bar,30.0
Eti Lifalif Bitter Çikolatalı Müsli Bar 35g,33.55
Eti Wanted 22 G,14.25
Eti Lifalif Kuru Yemişli Bar 3 Parça Paket,59.9
Tadım Hurma Bar 40 g,36.0
Nestle Kit Kat Chunky Gofret 38 G,25.95
Nestle Kitkat Duo Bar 38 G,25.95
Kitkat Chunky Cookie 38 g,32.0
"Dido Kare Çikolatalı Gofret 55,5 g",45.7
Ülker 9 Kattat Ülker Rulokat Fındıklı Gofret 170 G,70.95
Tadım Sportif Bar 30 g,13.5
Ülker Albeni 40 G,20.45
Kinder Pingui 30 g,27.9
Eti Süt Çilekli Burger 35 Gr,18.95
Ülker Çikolatalı Gofret 4'Lu Paket 144g,63.95
Ülker Cocostar 4'lü Paket  100 Gr,50.5
Nestle Gofret Çıtır 27 G,17.95
Sarelle Gofret 33 G,20.0
Eti Lifalif Kuruyemişli Müsli Bar 35 Gr,33.55
Mars Çikolata 51 G,39.95
Eti Lifalif Kırmızı Meyveli Bar 3 Parça Paket,59.9
Eti Lifalif Bıtter Bar 3Lü 105 g,59.9
Eti Karam Gurme Çoklu Paket 150 G,90.5
Kahve Dünyası Fıstık Parçalı Gofrik Bitter 33 g,44.5
Tadım Tadımca Bar Fındıklı 30 G,31.5
Bounty Hindistan Cevizli Çikolata 57 G,49.95
Eti Hoşbeş Çilekli Gofret 142 Gr,55.9
Kitkat Chunky Hazelnut 38 g,32.0
Eti Süt Burger 35 Gr,18.95
Fellas Antep Fıstıklı Kuruyemiş Bar 20 g,71.95
Bonheur Orman Meyveli Meyve Pestili 14 g,9.5
Bonheur Çilek Meyve Pestili 14 g,9.5
Ülker Hobby Çikolata Kaplı Fındıklı Bar 30 G,10.45
Ülker 9 Kat Tat Fındıklı Gofret 39 Gr,12.4
Sarelle Duo Gofret 33 G,20.0
Züber Dolu Dolu Meyve Bar Yer Fıstığı Ezmeli 30 g,49.0
Ülker Dido Nut Fındık Parçalı Gofret 35 g,35.7
Eti Hoşbeş Kakaolu Gofret 142 Gr,55.9
Kitkat Chunky Cookie 38 g,32.0
Nestle Kit Kat Chunky Gofret 38 G,25.95
Nestle Kitkat Duo Bar 38 G,25.95
Bonheur Hurma Topu Hindistan Ceviz Kaplı 100 g,69.9
Ülker Cokonat 3lu Paket 99g,75.5
Ülker 9 Kat Tat Portakallı Gofret 39 g,12.4
Züber Yer Fıstıklı Kakaolu Meyve Bar 40 g,49.0
Snickers 2'li 80 G,59.95
Züber Fındıklı Bar 40 G,49.0
Nestle Damak Antep Fıstıklı Sütlü Çikolata Baton 30 G,47.95
Corny Kakao-Kırmızı Meyve Tahıl Bar 17 G,26.15
Eti Hoşbeş Bitter Çikolatalı 142 Gr,55.9
Züber Çilekli Kakaolu Meyve Bar 40 g,49.0
Eti Lifalif Kuru Meyveli Bar 3 Parça Paket,59.9
Ülker Rulokat Fındıklı Kremalı Gofret 42 g,18.9
"Ülker Çikolata Fındık Rüyası 40,5 Gr",35.7
Corny Kuruyemiş&Meyveli Bar Fındık-Kakao 35 g,50.0
Eti Bidolu Kakao Kremalı Ve Yer Fıstığ Parçacıklı Gofret 81 G,35.65
Ülker Çokonat Kaplamalı Gofret 33 G,25.5
Tadelle Küp Gofret Fındık Kremalı 200 Gr,62.0
Tadelle Küp Gofret Bitter Kremalı 200 g,62.0
Eti Canga Antep Fıstıklı 45 g,71.0
Corny Fındık-Yer Fıstığı Kuruyemiş Bar,26.15
Nestle Damak Ala Beyaz Gofret 30 g,37.95
Züber Antep Fıstıklı Kakaolu Meyve Bar 40 g,56.0
"Nestle Nesfit Tam Tahıllı Karamelli Bar 23,5 Gr",36.9
Ülker Alpella 3gen Beyaz Çikolatalı Gofret,16.5
Ülker Albeni Mini Çoklu Paket 89 Gr,58.45
Ülker Mini Çoklu Karma Paket 91 G,58.45
Ülker 9 Kat Tat Muzlu Gofret 39 Gr,12.4
Twix Xtra 75 Gr,59.95
Tadım Tadımca Antep Fıstıklı Bar 30 g,58.5
Nestle Kit Kat Chunky Gofret 38 G,25.95
Nestle Kitkat Duo Bar 38 G,25.95
Kitkat Chunky Cookie 38 g,32.0
Corny Çikolata Fındıklı Tahıl Bar 20 g,26.15
Eti Hoşbeş Hindistan Cevizli 142 Gr,55.9
Nestle Damak Ala Gofret 30 g,37.95
Ülker Fıstıklı Baton Çikolata 14 g,17.85
Nestle Nesfit Beyaz Çikolatalı Tam Tahıllı Bar,36.9
Eti Maximus Yer Fıstıklı Bar 36 G,17.45
Bonheur Hurma Topu Antep Fıstık Kaplı 100 g,89.9
Bonheur Fındık Kremalı Gofret 130 g,29.5
Wafer Master Slim Gofret Limon Kremalı 128 g,47.5
"Nestle Nesfit Çilekli Tam Tahıllı Bar 23,5 Gr",36.9
Eti Hoşbeş Hindistan Cevizli Gofret 70 Gr,32.4
Eti Hoşbeş Kakaolu Gofret 70 Gr,32.4
Eti Bidolu Kakao Kremalı Gofret 36 Gr,18.4
Bonheur Çilek Kremalı Mini Kornet 75 g,75.0
Tadelle Küp Gofret Kakao Kremalı 200 Gr,62.0
Mixmey Meyve Barı Vişne,29.9
Nestlé Classic Sütlü Baton 30 G,37.5
Ülker Albenı 4'Lu Paket 160g,77.45
Ülker Metro 4'Lu Paket 144g,65.95
Züber Chia Hindistan Cevizli 40 G,49.0
Eti Süt Burger Kakaolu 35 Gr,18.95
Eti Çikolatalı Gofret Gold 29 G,15.35
Nestle Nesfit Sütlü Muzlu Çikolatalı Tam Tahıllı Bar 23.5 Gr,36.9
Züber Antep Fıstıklı Ganola Bar,37.5
Eti Pastamia Ballı Cevizli Dilim Pasta,27.45
Time Crepe Fındık 75 Gr,28.0
Nesquik Bar 25 Gr,36.9
Şölen Boombastic Marshmelow Çikolata Kek Bar 40 G,22.0
Ülker Caramio Karamelli Baton Çikolata 35 Gr,27.95
Snickers Çikolata 50 G,39.95
Nestle Kit Kat Chunky Gofret 38 G,25.95
Nestle Kitkat Duo Bar 38 G,25.95
Kitkat Chunky Cookie 38 g,32.0
Time Wafer Master Çikolata 75 Gr,28.0
Time Crepe Çikolata 75 Gr,28.0
Ülker Çıkolatalı Gofret Bitter 36 G,16.75
Tadelle Fındık Dolgulu Bitter 30 G,37.5
Ülker Dido Sütlü Çikolatalı Gofret 35 Gr,27.95
Bonheur Kakao Kremalı Gofret 130 g,29.5
Şölen Boombastic Fantastik Bar Hindistan Cevizli 40 G,22.0
Ülker Dido Gold Süt Reçeli Tadında Çikolatalı Gofret 36 G,30.75
Ülker Çikolatalı Gofret Maxi,20.45
Eti Sutburger Muzlu 35 g,18.95
Eti Wanted Bumba  32 G,20.45
Bonheur Hurma Topu Yer Fıstğı Kaplı 100 g,69.9
Time Wafer Master Fındık 75 Gr,28.0
Bonheur Ananas Meyve Pestili 14 g,9.5
Nestle Damak Ala Bitter Gofret 30 g,37.95
Zentis Badem Ezmesi 100 Gr,100.0
"Nestle Nesfit Bitter Çikolatalı Tam Tahıllı Bar 23,5 Gr",36.9
Rawberry Gojiberry 33 G,44.95
Rawberry Probiyotik Elma & Tarçın 33 G,34.95
Rawberry %30 Yer Fıstıklı 33 G,44.95
Ülker Albeni Viva Beyaz Çikolata Kaplı Bar 36 G,15.9
Ülker Çikolatalı Gofret Beyaz 35 Gr,16.75
Ülker Baton Çikolata Antep Fıstıklı 30 G,53.5
Eti Canga Gold 45 g,21.25
Eti Bidolu Fındık Kremalı Gofret 36 Gr,18.4
Nestlé 1927 Fındıklı Sütlü Gofret 33 G,26.45
Eti Bidolu Fındık Kremalı Ve Yer Fıstığ Parçacıklı Gofret 81 G,35.65
Bonheur Çikolata Kremalı Mini Kornet 75 g,75.0
Ülker Laviva Selection Antep Fıstıklı Gofret 45 g,50.95
Eti Fıstıkişi Antep Fıstıklı ve Gofret Parçacıklı Çikolata Bar 50 g,85.0
Nestle Kit Kat Chunky Gofret 38 G,25.95
Nestle Kitkat Duo Bar 38 G,25.95
Kitkat Chunky Cookie 38 g,32.0
Mixmey Meyve Barı Çilek,29.9
Mixmey Meyve Barı Şeftali,29.9
Ülker Çokomilk Çikolata 24 G,10.25
Fellas Kırmızı Meyveli Kuruyemiş Bar 30 g,59.95
Fellas Dört Tohumlu Kuruyemiş Bar 30 g,59.95
Fellas Yer Fıstıklı Kuruyemiş Bar 30 g,39.95
Milka Lila Pause Çilekli 34 G,78.9
Nesfit Yüksek Lifli Bar 20 g,24.5
Ülker Bitter Baton Çikolata 30 G,35.7
Koska Koştat Krokan 40 G,51.95
Züber Vanilyalı Kakaolu Meyve Bar 40 g,49.0
Sarelle Bitter Gofret 33 G,20.0
Ülker Go Ahead Kırmızı Meyveli Kuruyemiş Bar 35 g,55.9
Go Ahead Portakallı ve Üzümlü Kuruyemiş Bar 35 g,55.9
Züber Dolu Dolu Meyve Bar Fındık Ezmeli 30 g,49.0
Corny Kuruyemiş Meyve Bar Yaban Mersin Chia 35 g,50.0
Tangesir Çikolata Kaplamalı Badem Dolgulu Hurma 125 g,229.0
Züber Kidz Muzlu Meyve Tatlısı 25 g,37.5
Züber Kidz Çilekli Meyve Tatlısı 25 g,37.5
Züber Kidz Sütlü Kakaolu Meyve Tatlısı 25 g,37.5
Time Crepe 360 Gr,160.0
Corny Kuruyemiş&Meyveli Bar Kaju-Yer Fıstığı-Kakao 35 g,50.0
Ferrero Raffaello 15'li 150 g,172.5
Ülker Çokonat Antep Fıstıklı 30 g,32.5
Bounty Coconut Crispy Rolls 23.4 g,18.9
Twix Caramel Crispy Rolls 22.5 g,18.9
Wafer Master Slim Gofret Fındık Kremalı 128 g,47.5
Züber Kakaolu Portakallı 40 G,49.0
Züber Lokma Antep Fıstığı Kaplı Meyve Topu 96 G,129.0
Züber Lokma Hindistan Cevizi Kaplı Meyve Topu 96 G,109.0
Nestle Kit Kat Chunky Gofret 38 G,25.95
Nestle Kitkat Duo Bar 38 G,25.95
Kitkat Chunky Cookie 38 g,32.0
Bonheur Kakaolu Meyve Bar 35 g,38.9
Bonheur Çilekli Meyve Bar 35 g,38.9
Ülker Metro Mini Çoklu Paket 102 Gr,58.45
Ülker Çikolata Gofret Mini Çoklu Paket 82 G,58.45
Ülker Laviva Selection Sütlü Çikolata Kaplı Gofret 45 gr,30.75
Ülker Go Ahead Üç Katlı Lezzet Meyve Bar 45 g,60.95
Beyoğlu Duo Gofret 36 g,30.0
Ülker Albeni Atıştırmalık Çikolata 72 G,35.7
Tadelle Maxinut 30 G,25.0
Corny Tam Tahıl Bar Beyaz Çikolata Antep Fıstığı 20 g,33.75
Beyoğlu Matchico Gofret 32 g,25.0
Corny Kakao-Muz Tahıl Bar 17 G,26.15
Corny Kuruyemiş&Meyveli Bar Vişne-Fındık-Kakao 35 g,50.0
Eti Lifalif Tuzlu Bar Domatesli 30 g,33.55
Fellas Karışık Kuruyemişli Bar 30 g,59.95
Fellas Fındıklı Kakaolu Kuruyemiş Bar 30 g,59.95
Fellas Fındıklı Kakaolu Kuruyemiş Bar 3X3,179.85
Züber Kidz Muzlu Meyve Topu 42 g,48.5
Fellas Kırmızı Meyveli Kuruyemiş Bar 3X3,179.85
Nesquik Kakaolu Tam Tahıllı Bar 4X25 g,112.0
Corny Kuruyemiş Meyve Bar Antep Fıstıklı 35 g,62.5
Züber Lokma Limonlu Badem Ezmeli 96 g,109.0
Züber Lokma Kakao Çekirdekli Fındık Ezmeli 96 g,109.0
Züber Fıstrık Yer Fıstık Kuruyemiş Bar 30 g,39.95
Şölen Biscolata Veni Çikolatalı Gofret 110 Gr,40.0
Eti Lifalif Kuru Meyveli Müsli Bar 35 Gr,33.55
Koska Badem Kro 40 G,58.95
Kinder Sütlü Delice 39 g,30.5
Eti Ahenk Gurme Gofret 50 G,30.45
Şölen Nutymax Fındıklı 44 g,40.0
Nestle Kit Kat Chunky Gofret 38 G,25.95
Nestle Kitkat Duo Bar 38 G,25.95
Kitkat Chunky Cookie 38 g,32.0
Time Wafer Master Çikolatalı 250 Gr,160.0
Fellas Hindistan Cevizi Ve Chialı Meyve Bar 40 Gr,54.95
Fellas Antep Fıstığı Ve Kakaolu Meyve Bar 40 Gr,59.95
"Milka Gofree Kakaolu Gofret 28,5 G",36.9
Ülker 9 Kat Tat İnce Çilekli 114 Gr,35.7
Twix Çikolata 50 G,41.9
Eti Hoşbeş Muz Kremalı Gofret 120 G,55.9
Fellas Karışık Kuruyemiş Ve Kakaolu Meyve Bar 40 Gr,54.95
Fellas Yaban Mersini Ve Chialı Meyve Bar 40 Gr,54.95
Weetabix Tam Tahıllı Bar 215 g,243.9
Ülker 9 Kat Tat İnce İnce Fındıklı Gofret 114 Gr,35.7
Peyman Bahçeden Fındıklı Bar 30 G,30.0
Peyman Bahçeden Yer Fıstıklı Bar 30 G,10.0
Sarelle Hindistan Cevizli Gofret 33 g,20.0
Damak Baklava Baton Çikolata 30 g,48.95
Eti Canga Yerfıstığı Kaplı Fındık Kremalı Gofret 34 G,22.5
Peyman Bahçeden Antep Fıstıklı Bar 27 G,52.0
Eti Wanted Bumba 4'lü 128 G,80.5
Eti Wanted Karamel 4'lü 128 G,80.5
Eti Maximus Loading Karamelli Bar 50 G,22.85
"Ülker Dido Trio Beyaz Sütlü Çikolatalı Gofret 36,5 Gr",30.75
Fropie Kids Vitaminli Ve Kaju Ezmeli Hurma Topu 80 G,109.9
Nestle Crunch Patt Gofret 27 g,26.9
Nestle 1927 Bitter Gofret 28 g,23.45
Nestle 1927 Sütlü Gofret 28 g,23.45
Eti Lifalif Kırmızı Meyveli Yulaf Bar 35 Gr,33.55
Maximus Beyaz Yer Fıstıklı 36 g,17.45
Tadelle Dolgulu Beyaz Çikolata 30 G,37.5
Delly Çikolata Kaplı Meyveli Bar Badem&Portakal 40 g,50.95
"Nestle Nesfit Kırmızı Meyveli Bar 23,5 Gr",36.9
Nestle Kit Kat Chunky Gofret 38 G,25.95
Nestle Kitkat Duo Bar 38 G,25.95
Kitkat Chunky Cookie 38 g,32.0
Delly Çikolata Kaplı Meyveli Bar Badem&Muz 35 g,50.95
Delly Çikolata Kaplı Meyveli Bar Badem&Çilek 35 g,50.95
Eti Browni Patisserie Çikolata Kremalı Ve Çikolata Soslu Kek 165 g,97.95
Eti Lifalif Tuzlu Bar Kajun Baharatlı 30 g,33.55
Ülker Çokonat Baklava 30 g,26.5
Twix White Beyaz Çikolata Kaplı Karamel & Bisküvi 46 g,41.9
Nestle Lion Peanut Yer Fıstıklı Çikolata 41 g,49.9
Mixmey Meyve Barı Böğürtlen,29.9
Loacker Bitter Çikolatalı Portakallı Bisküvi 100 g,224.9
Loacker Sütlü Çikolata Fındıklı Gofret 100 gr,224.9
Ülker 9 Kat Tat İnce Portakal Kremalı Gofret 114 g,35.7
Ülker Laviva Selection Bitter Çikolata Kaplı Gofret 45 gr,20.9
Şölen Nutymax Antep Fıstıklı 44 G,40.0
Time Çizmeci Çizmeci Wafer Master Fındıklı 32 G,10.0
Balacco Wafers Fındık 250 Gr,162.9
Balacco Wafers Kakaolu 250 Gr,162.9
Time Wafer Master Minis 120 Gr,110.0
Schulte Fındık Kremalı Rulo Gofret 175 g,189.0
Schulte Limon Kremalı Rulo Gofret 175 g,189.0
Koska Tahinli Çikolata 40 G,81.9
Ülker Süper Mix 300.6 g,160.0
Fiskobirlik Fiskat Fındıklı Krokan 30 g,81.95
Milka Oreo Bar 37 G,25.0
Ülker Cocostar Crisp 20 g,9.0
Corny Tam Tahıl Bar Tuzlu Karamel 20 g,26.15
Servet Şekeri Meyveden Antep Fıstıklı Krokan Bar 20 g,79.95
Servet Şekeri Meyveden Fındıklı Krokan Bar 20 g,48.95
Servet Şekeri Meyveden Susamlı Krokan Bar 20 g,39.95
Servet Şekeri Meyveden Bademli Krokan Bar 20 g,48.95
Servet Şekeri Meyveden Yer Fıstıklı Krokan Bar 20 g,39.95
Nestle Kit Kat Chunky Gofret 38 G,25.95
Nestle Kitkat Duo Bar 38 G,25.95
Kitkat Chunky Cookie 38 g,32.0
Kinder Cards Süt ve Kakao Krema Dolgulu Gofret 128 g,229.0
Kahve Dünyası Mini Gofrik 250 g,335.0
Ferrero Duplo Chocnut Çikolata 5'li 130 g,159.0
Boombastic Yerfıstıklı Sütlü Çikolatalı Bar 40 g,22.0
Şölen Biscolata Veni Fındıklı Gofret 110 Gr,40.0
Hanuta 2'li 44 Gr,40.0
Ülker Çikolatalı Gofret 36 g 36'lı,216.0
Nestle Beyaz Gofret 27 g,17.95
Mixmey Bee Propolis Hurma 25 Gr,27.9
Eti Browni Mousse,32.95
Knoppers Gofret Fındık 25 Gr,49.95
Fiskobirlik Fiskat Yerfıstıklı Krokan 30 G,18.95
Schulte Elma-Kiraz Dolgulu Çıtır Puf Çöreği 185 G,199.9
Oreo Kakao ve Bisküvi Kaplamalı Kek 30 G,60.5
Eti Wanted Karamelli 32 g,20.45
Ülker Metro Big 3 45 Gr,15.0
Loacker Fındık Krema Dolgulu Küp Gofret 125 gr,209.9
Ferrero Rocher Çikolata 200 g,315.0
Şölen Biscolata Nirvana Fındıklı Mp 20 G,75.0
"Dido Bitter Şeker İlavesiz Gofret 34,5 g",26.5
Hans Freitag Rossini Kakao Ve Fındık Kremalı Gofret 167 g,144.9
Hanuta Tiramisu 220 g,299.9
Ülker Caramio Duo 32 G,15.0
Nestle Lion Chocolate Sütlü Çikolata Kaplı Gofret 60 g,78.9
Hans Freitag Mini Rossini Kakao Ve Fındık Kremalı Waffeln 200 g,169.9
Eti Karamelli Patlaklı Sütlü Çikolata 15 g,17.0
Falım Sakız Damla Sakızlı 5'li 35 Gr,57.5
Vivident 45 Dakika Şerit Sakız 33 g,49.9
Oneo Slims 60Dk Nane Aromalı Sakız 14 g,20.5
"Ülker Pembo Karışık Meyve Aromalı Balonlu Sakız 22,5 g",13.75
Vivident Storming Sakız Karpuz Aromalı 33 G,49.9
Vivident Extra Sakız Mentol&Nane Aromalı 66 G Şişe,87.5
Falım Sakız Nane Aromalı 5'li 35 g,57.5
Oneo Nane Fliptop Sakız 21 g,22.95
